family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
1424,59,76,1,39,46,81,66,68,18,11,6
1425,1,94,41,40,75,38,3,12,83,60,6
1426,1,42,43,54,99,87,74,11,69,66,4
1427,95,28,26,46,81,54,45,53,11,1,5
1428,25,26,68,45,1,84,3,40,67,52,6
1429,31,90,87,1,89,94,93,29,67,18,4
1430,73,75,14,70,7,27,1,52,94,40,4
1431,54,88,67,24,39,32,17,1,3,53,7
1432,40,3,67,38,1,4,76,5,79,27,4
1433,82,5,61,48,47,71,94,31,26,11,5
1434,31,45,1,54,21,53,26,33,52,85,6
1435,53,60,54,26,20,31,17,33,19,46,2
1436,1,82,26,10,38,27,74,4,97,73,3
1437,39,54,31,66,46,26,69,40,17,3,2
1438,44,39,17,93,53,26,59,74,2,75,6
1439,34,54,42,12,4,19,68,11,74,43,5
1440,10,58,85,27,61,38,73,17,18,8,4
1441,4,80,1,18,24,32,46,61,40,8,4
1442,49,25,68,1,59,15,18,82,57,12,6
1443,87,74,3,58,52,14,26,61,40,25,3
1444,40,54,29,53,1,7,35,33,96,17,7
1445,100,80,1,57,95,48,12,89,27,49,5
1446,1,42,3,30,23,33,70,20,52,5,4
1447,42,35,96,32,46,82,92,40,31,17,8
1448,22,47,73,38,77,3,42,24,88,89,6
1449,53,66,19,3,28,1,88,94,25,42,8
1450,39,82,95,10,1,26,43,52,4,61,7
1451,7,38,25,10,59,18,6,87,15,88,4
1452,1,11,37,52,75,96,80,94,81,38,8
1453,8,1,12,3,44,23,51,17,56,78,2
1454,67,22,59,53,62,17,9,11,42,21,8
1455,66,1,59,22,8,47,4,14,95,45,7
1456,52,96,60,1,74,47,70,18,25,54,2
1457,3,17,80,87,38,45,47,10,1,23,4
1458,95,1,52,28,12,33,22,32,8,24,7
1459,4,43,45,11,46,52,92,40,99,95,2
1460,56,31,1,57,38,46,53,74,23,30,5
1461,1,47,22,6,33,5,73,16,19,40,6
1462,7,17,20,14,61,68,11,80,24,89,5
1463,68,34,1,40,82,73,47,4,24,28,3
1464,11,94,2,4,28,52,53,66,31,60,5
1465,40,27,59,62,74,47,9,1,54,73,5
1466,1,39,10,19,55,59,11,52,70,53,4
1467,77,80,47,21,87,38,43,59,13,96,4
1468,1,53,35,40,98,89,60,31,2,52,6
1469,53,12,87,82,96,88,10,4,80,59,5
1470,68,29,87,17,26,36,74,75,82,80,8
1471,60,49,1,88,15,66,28,33,87,38,5
1472,12,95,66,19,22,7,87,45,44,96,6
1473,38,26,12,24,87,39,35,94,72,9,4
1474,43,51,1,5,98,54,65,8,38,73,4
1475,54,71,67,9,51,21,64,40,66,73,5
1476,44,81,48,79,32,24,28,11,34,45,4
1477,54,39,89,4,1,82,20,59,34,75,2
1478,40,73,69,45,63,16,89,82,66,35,4
1479,73,94,28,4,1,9,39,64,89,46,3
1480,69,45,82,96,13,59,12,20,18,21,5
1481,59,75,95,65,68,87,97,1,38,80,4
1482,96,18,4,19,52,74,82,39,42,46,2
1483,19,72,41,77,39,68,40,1,54,8,6
1484,24,38,82,19,32,57,87,17,95,1,6
1485,17,82,5,19,6,52,4,51,73,54,4
1486,17,53,81,31,19,49,26,50,54,16,4
1487,43,66,80,67,60,88,32,95,52,46,4
1488,18,32,80,81,47,43,29,46,92,16,5
1489,5,48,24,25,98,8,61,82,96,9,3
1490,47,73,39,68,4,1,23,40,33,95,3
1491,41,95,92,1,49,82,84,54,99,14,3
1492,19,39,18,94,84,32,88,68,33,36,4
1493,6,19,60,40,39,11,10,64,18,52,6
1494,6,68,66,4,11,46,10,19,44,97,6
1495,25,5,24,15,53,51,87,12,1,17,5
1496,1,30,52,67,22,66,2,41,17,32,4
1497,20,1,30,4,73,10,68,40,12,33,3
1498,11,61,32,67,10,13,58,1,96,54,5
1499,47,67,21,2,11,25,59,19,40,1,8
1500,46,9,1,66,78,95,32,4,86,18,6
1501,19,80,79,5,68,28,34,17,18,46,4
1502,80,21,31,48,1,7,53,5,33,81,4
1503,56,1,31,40,19,60,24,21,50,23,6
1504,46,40,1,39,80,87,75,89,8,2,6
1505,45,58,42,24,91,2,15,33,10,1,3
1506,73,11,1,2,15,16,26,94,54,52,5
1507,11,33,45,4,69,15,44,32,7,46,4
1508,52,33,87,81,24,44,46,96,18,19,2
1509,96,46,88,12,10,32,23,52,39,42,3
1510,87,96,24,61,62,85,60,99,46,22,4
1511,19,29,32,46,60,47,1,52,54,95,2
1512,19,1,83,54,90,4,17,99,59,48,5
1513,5,4,72,1,88,66,55,2,6,7,3
1514,66,88,45,11,75,80,12,1,18,52,4
1515,17,3,41,45,60,28,61,10,24,1,3
1516,31,7,80,1,21,26,55,66,97,94,2
1517,12,46,24,1,21,38,4,16,25,67,2
1518,15,27,16,18,10,47,23,42,46,95,5
1519,1,80,39,19,15,87,66,83,57,4,3
1520,12,55,26,30,91,76,24,80,11,93,4
1521,3,7,80,72,53,75,22,26,18,1,3
1522,19,4,54,67,38,73,24,53,2,10,2
1523,10,4,26,78,28,93,33,32,43,30,4
1524,1,96,10,3,68,40,32,89,69,16,4
1525,95,59,12,3,34,30,87,55,17,66,5
1526,75,67,60,46,40,24,26,38,33,59,5
1527,96,5,31,42,94,27,18,20,8,47,6
1528,28,1,18,42,46,70,38,30,14,19,5
1529,51,74,12,95,25,20,3,48,18,52,5
1530,72,33,19,20,73,47,61,95,80,56,3
1531,27,52,45,75,16,33,66,96,50,1,6
1532,40,16,52,19,50,83,100,67,5,26,3
1533,89,80,45,60,66,37,3,19,8,1,5
1534,1,16,7,12,49,27,33,38,80,66,4
1535,75,68,86,12,82,40,28,18,38,11,4
1536,10,26,6,54,94,1,18,5,24,70,7
1537,24,19,38,47,1,85,17,5,16,67,4
1538,74,59,65,22,38,39,52,53,5,4,8
1539,28,47,83,23,48,96,4,52,34,38,4
1540,1,64,67,19,23,76,14,94,97,87,2
1541,4,52,3,1,80,11,45,21,95,87,3
1542,87,16,67,45,95,32,96,18,11,20,3
1543,31,12,57,11,81,74,37,5,73,17,2
1544,11,8,32,88,94,23,80,1,70,4,5
1545,54,11,13,85,36,72,35,15,3,34,3
1546,74,26,53,54,25,3,36,73,96,9,5
1547,68,17,81,4,53,19,52,1,31,9,5
1548,26,44,31,71,1,53,45,81,23,15,3
1549,68,18,89,6,95,38,50,59,23,53,4
1550,73,10,27,46,53,5,12,40,70,60,3
1551,73,95,18,84,41,25,30,40,47,35,6
1552,29,55,10,3,95,15,26,46,1,5,4
1553,68,1,12,17,67,2,85,41,71,19,4
1554,30,1,5,17,82,33,75,47,61,27,4
1555,95,50,81,11,24,52,7,42,26,25,4
1556,20,74,85,11,25,24,80,82,5,1,5
1557,11,39,77,9,40,34,10,19,52,20,5
1558,16,50,60,15,75,47,1,48,68,22,4
1559,74,20,1,18,73,40,4,52,3,78,6
1560,68,67,66,9,5,71,97,47,75,60,3
1561,19,54,38,18,5,75,94,25,50,51,4
1562,23,25,44,15,26,29,24,1,5,10,2
1563,87,43,11,1,45,3,24,47,25,40,8
1564,68,2,46,83,82,1,33,14,31,8,3
1565,26,12,8,58,2,82,28,67,47,4,6
1566,25,19,54,73,50,1,81,4,30,28,3
1567,88,27,46,40,52,19,81,33,12,75,2
1568,53,61,33,59,91,39,73,50,19,24,6
1569,1,67,61,56,70,59,17,82,47,51,3
1570,25,89,21,16,70,4,61,68,10,5,6
1571,40,63,21,30,24,53,51,64,90,58,3
1572,18,33,83,54,4,88,11,26,19,98,2
1573,26,1,35,84,75,28,8,67,59,12,3
1574,24,95,59,22,1,18,64,17,46,45,8
1575,82,53,24,95,33,30,89,59,3,28,7
1576,59,38,24,53,3,19,6,41,54,32,2
1577,19,32,100,44,94,54,27,67,3,63,6
1578,28,18,54,1,15,87,95,38,40,51,2
1579,22,49,17,40,95,75,38,36,15,1,3
1580,96,31,20,10,1,24,38,52,89,47,2
1581,52,20,41,10,80,15,1,87,17,88,5
1582,66,32,24,40,1,60,74,22,17,54,4
1583,38,32,41,82,25,35,13,5,74,20,3
1584,95,3,21,73,5,23,25,36,58,7,7
1585,33,42,29,4,66,1,75,56,68,11,3
1586,18,1,7,6,53,5,38,30,29,59,3
1587,32,47,1,22,59,2,18,3,27,23,4
1588,87,94,19,1,78,74,90,63,54,25,2
1589,33,24,20,87,82,40,81,2,3,67,4
1590,28,74,60,29,11,34,58,82,41,47,6
1591,68,36,31,48,25,82,43,74,73,20,3
1592,10,1,55,67,25,66,3,33,2,5,7
1593,45,26,96,6,10,1,98,12,64,59,5
1594,5,86,9,17,42,18,60,1,55,3,4
1595,52,74,57,45,29,25,39,1,28,47,2
1596,4,31,41,54,1,61,60,94,34,38,4
1597,17,1,5,94,23,26,95,42,59,66,7
1598,1,18,7,43,53,16,73,76,75,19,5
1599,28,62,12,1,58,44,43,5,22,27,5
1600,100,10,26,19,40,21,94,58,30,14,7
1601,36,59,49,1,3,30,96,84,54,52,4
1602,61,1,11,46,95,55,8,24,74,34,4
1603,5,3,80,77,18,17,31,4,71,96,2
1604,50,33,84,96,7,81,32,61,1,67,4
1605,45,56,33,2,55,25,10,96,97,52,7
1606,50,10,1,5,43,9,29,44,24,17,4
1607,3,15,61,43,67,1,24,5,45,96,6
1608,1,87,94,75,4,73,33,54,8,71,5
1609,5,1,45,50,44,40,12,52,23,16,5
1610,1,24,39,75,25,29,53,44,45,2,4
1611,75,84,52,96,4,68,8,15,27,6,3
1612,54,1,26,97,75,17,11,45,81,31,3
1613,1,37,96,26,17,66,4,47,33,52,2
1614,59,12,13,64,40,87,23,1,14,25,2
1615,94,13,61,1,50,25,4,67,73,31,5
1616,94,89,49,18,76,66,95,24,4,61,6
1617,77,28,53,1,3,61,45,25,34,11,4
1618,41,1,2,17,11,5,31,13,28,8,5
1619,28,31,1,66,47,21,59,15,50,54,4
1620,48,10,75,47,3,11,74,95,73,26,2
1621,30,82,61,25,59,1,94,87,8,38,2
1622,32,1,22,80,89,19,28,68,51,20,3
1623,67,24,22,45,1,26,3,33,31,10,6
1624,24,10,12,68,32,98,15,5,52,75,8
1625,44,35,22,97,66,38,30,45,17,53,3
1626,94,67,65,39,55,64,87,61,81,31,3
1627,37,96,38,59,40,61,25,19,31,87,4
1628,53,51,38,1,52,85,60,43,29,4,5
1629,54,1,8,47,35,33,18,4,53,9,7
1630,2,14,65,40,3,94,24,54,1,38,4
1631,1,2,15,11,57,43,46,52,66,54,4
1632,61,35,45,11,76,40,27,52,26,94,3
1633,25,47,30,61,37,75,33,65,82,62,4
1634,1,56,94,70,35,61,89,57,29,59,3
1635,1,73,54,17,29,20,25,22,27,11,5
1636,2,1,51,11,33,95,8,24,74,53,7
1637,81,22,59,87,1,25,40,39,94,17,7
1638,94,5,26,33,68,3,81,73,45,50,5
1639,74,80,29,21,7,45,1,38,47,54,2
1640,14,11,1,21,4,46,12,34,50,61,3
1641,4,19,24,89,92,57,46,73,1,16,5
1642,32,4,90,33,26,5,50,15,10,14,4
1643,60,1,23,87,38,30,89,4,95,7,2
1644,2,32,61,40,58,12,1,4,19,74,3
1645,7,4,32,75,11,60,81,18,48,20,4
1646,59,64,54,74,4,96,84,78,67,94,2
1647,56,24,18,1,21,17,31,46,23,8,4
1648,36,15,61,89,42,67,39,23,96,25,3
1649,60,1,74,68,54,20,24,57,28,10,2
1650,1,15,26,38,5,67,50,58,20,17,3
1651,96,27,1,82,8,32,11,40,3,55,2
1652,17,3,69,28,47,33,46,68,32,34,6
1653,47,89,8,3,9,10,25,1,49,95,4
1654,10,53,73,38,19,4,54,94,88,61,3
1655,33,59,75,73,38,49,6,17,95,2,5
1656,73,61,94,81,11,74,66,19,45,52,4
1657,1,27,43,20,3,80,12,61,77,22,8
1658,74,22,42,11,16,31,58,1,18,14,4
1659,4,28,61,29,40,1,32,6,87,60,4
1660,97,18,81,19,31,91,1,78,92,4,2
1661,13,6,60,73,23,53,75,50,35,19,3
1662,19,28,24,3,87,10,1,89,43,38,4
1663,4,64,24,54,66,98,83,29,68,38,5
1664,8,52,18,11,88,65,24,59,46,6,5
1665,50,86,15,5,24,1,3,28,21,32,3
1666,32,67,92,94,96,74,9,1,57,81,5
1667,25,10,66,47,1,18,68,44,86,15,4
1668,52,6,3,20,74,4,10,39,30,73,2
1669,100,25,60,31,46,51,6,38,81,82,4
1670,25,21,61,44,75,96,54,12,2,11,5
1671,55,74,92,81,25,93,97,1,24,47,7
1672,68,12,88,26,92,1,24,54,30,40,5
1673,66,80,95,23,46,14,97,19,81,40,3
1674,18,17,11,100,81,53,33,60,88,87,5
1675,61,53,1,54,50,46,66,74,67,12,4
1676,1,12,4,31,94,45,52,84,11,28,4
1677,56,28,52,31,87,66,59,18,26,47,4
1678,70,75,17,38,24,73,89,52,67,59,5
1679,13,67,39,12,28,1,36,96,32,64,2
1680,5,31,18,4,88,59,98,1,53,87,6
1681,61,22,5,17,50,3,41,95,87,96,3
1682,14,17,10,1,5,83,20,4,9,23,4
1683,28,16,10,13,52,1,38,29,97,74,4
1684,12,21,25,74,19,29,96,67,1,46,4
1685,65,11,1,75,23,3,83,33,60,66,6
1686,25,21,56,31,79,3,29,11,5,10,3
1687,24,87,18,12,23,1,45,8,9,42,3
1688,13,47,59,27,61,53,31,57,81,1,4
1689,1,95,11,68,47,25,39,10,73,57,4
1690,52,21,92,53,100,40,71,88,32,89,7
1691,87,80,94,25,23,46,59,40,29,47,3
1692,1,61,32,5,66,87,25,53,24,46,4
1693,88,1,93,13,5,59,96,18,42,50,6
1694,95,71,73,31,19,74,5,1,87,21,2
1695,22,94,5,10,56,80,24,38,16,19,4
1696,88,28,53,87,54,56,1,25,26,61,3
1697,19,68,67,9,80,12,53,11,15,52,3
1698,54,89,4,81,68,1,77,39,46,32,5
1699,17,4,80,53,54,23,26,25,71,12,4
1700,3,59,1,99,89,74,54,68,40,95,4
1701,8,54,61,1,5,20,53,46,3,51,2
1702,75,60,25,88,1,89,56,26,10,59,5
1703,68,95,85,12,17,26,67,69,58,1,4
1704,5,1,45,73,48,68,90,4,54,16,6
1705,70,1,14,29,80,31,20,89,88,60,7
1706,53,15,54,25,31,4,80,60,1,24,5
1707,40,54,5,51,82,48,23,1,18,95,7
1708,38,24,80,39,70,1,3,29,9,11,5
1709,20,59,17,39,21,45,44,46,42,13,2
1710,67,68,69,73,3,21,74,2,43,12,7
1711,30,73,43,59,12,11,17,81,69,13,5
1712,89,33,25,87,70,1,37,18,11,5,4
1713,1,61,46,4,8,81,35,80,18,17,4
1714,17,3,38,47,98,16,87,66,13,36,2
1715,11,18,3,5,77,60,47,61,46,75,3
1716,15,21,10,54,9,17,23,87,22,89,3
1717,5,60,67,87,41,24,68,95,15,59,4
1718,37,15,1,20,41,38,40,59,96,29,5
1719,3,4,25,87,24,51,40,82,1,81,5
1720,47,74,26,31,1,19,29,59,87,41,5
1721,64,46,96,34,4,52,9,67,25,24,4
1722,88,55,24,23,2,54,15,4,61,1,2
1723,42,37,29,33,1,77,17,14,55,19,4
1724,5,29,40,44,56,38,24,62,35,54,8
1725,66,83,17,26,84,34,75,31,15,39,6
1726,6,26,73,75,13,19,21,11,94,7,5
1727,96,45,62,7,17,60,5,4,19,53,4
1728,27,96,15,68,58,73,52,45,54,39,3
1729,45,51,88,22,66,1,4,72,54,38,4
1730,89,10,1,19,88,34,46,23,37,11,4
1731,10,95,54,47,3,68,59,49,80,38,3
1732,59,45,27,81,24,1,47,13,37,84,5
1733,35,82,1,75,54,18,19,96,53,25,3
1734,11,49,18,54,39,7,1,47,50,27,3
1735,28,45,75,88,10,99,1,33,26,22,6
1736,25,95,12,8,60,6,1,75,4,47,8
1737,32,1,34,61,26,21,7,12,68,17,4
1738,26,4,25,16,52,46,61,23,53,56,7
1739,87,95,1,34,40,8,36,19,73,30,5
1740,25,15,1,97,59,38,74,61,24,5,5
1741,21,1,12,3,8,51,18,55,4,39,7
1742,50,47,6,62,8,25,40,18,19,24,5
1743,83,61,18,46,23,100,22,63,53,87,5
1744,73,64,49,20,88,89,34,93,84,18,3
1745,74,15,14,79,94,31,68,1,23,38,3
1746,19,41,88,100,73,89,24,75,18,40,6
1747,10,40,12,26,54,29,17,53,1,19,4
1748,31,45,13,12,40,68,41,75,26,55,2
1749,46,53,73,75,13,30,92,34,48,2,3
1750,52,20,7,19,1,96,67,6,18,46,2
1751,18,81,82,58,88,27,2,1,34,74,4
1752,67,81,26,47,41,30,95,77,17,21,4
1753,31,96,8,19,32,12,33,46,54,53,3
1754,27,53,18,31,36,4,33,96,40,7,3
1755,19,2,44,68,13,82,10,81,54,45,2
1756,39,34,1,61,40,88,52,71,38,54,4
1757,25,99,12,53,4,19,82,89,1,69,3
1758,8,18,24,57,62,27,14,5,19,37,8
1759,1,26,24,40,17,37,32,3,66,48,4
1760,89,87,37,1,59,88,53,5,54,25,4
1761,81,17,27,12,59,96,89,1,45,92,5
1762,78,25,73,13,1,10,38,40,9,44,5
1763,12,96,8,20,1,54,33,29,88,64,4
1764,73,17,38,71,44,24,20,29,96,3,4
1765,38,70,46,85,6,1,10,20,26,7,2
1766,54,26,44,51,56,64,16,45,11,53,4
1767,69,3,10,1,74,75,5,17,13,11,3
1768,81,87,47,54,31,33,74,67,25,68,3
1769,48,88,31,32,33,26,84,9,18,5,3
1770,52,29,44,98,46,74,1,17,68,37,4
1771,46,87,95,73,5,17,24,3,18,22,6
1772,75,48,7,1,43,19,59,24,14,55,3
1773,33,55,5,38,11,58,39,89,43,53,4
1774,5,96,26,4,33,81,43,78,68,19,4
1775,99,40,26,1,14,19,74,23,13,63,4
1776,50,3,19,60,1,44,38,30,11,74,2
1777,32,24,81,36,47,54,74,19,20,73,5
1778,97,94,11,25,73,69,75,60,47,19,8
1779,18,1,31,39,89,8,46,26,80,15,7
1780,1,26,73,39,19,75,15,45,48,14,5
1781,4,1,43,73,71,78,38,59,88,26,2
1782,31,84,80,95,3,1,67,26,53,54,3
1783,35,85,89,88,40,7,84,16,74,96,6
1784,4,18,36,47,54,13,61,16,75,37,4
1785,30,11,52,59,45,17,12,100,47,66,3
1786,80,89,60,59,3,76,45,31,1,5,5
1787,36,16,67,4,1,19,94,61,5,80,5
1788,39,26,54,33,38,94,5,66,9,32,4
1789,60,34,88,33,82,59,17,26,25,52,2
1790,53,4,3,35,40,11,30,33,46,55,5
1791,96,77,99,89,47,40,31,12,73,59,3
1792,1,52,57,30,33,67,26,45,18,72,4
1793,17,75,82,90,87,21,1,44,9,36,4
1794,1,69,5,40,53,95,12,17,58,31,4
1795,31,26,5,4,16,10,75,80,38,9,4
1796,88,39,10,6,67,31,68,95,1,75,3
1797,53,2,61,50,38,73,19,25,32,58,6
1798,60,28,1,6,73,26,47,50,74,68,4
1799,63,10,40,27,44,13,17,73,12,88,8
1800,30,9,51,59,19,11,95,1,28,31,3
1801,4,1,66,38,37,87,81,27,43,85,4
1802,95,10,24,82,14,63,73,37,19,90,4
1803,19,11,55,47,17,1,21,5,89,86,5
1804,74,18,68,93,53,29,94,44,12,35,3
1805,11,78,10,41,87,60,22,74,20,76,4
1806,52,1,12,26,33,45,38,6,53,49,6
1807,81,33,80,24,87,82,53,89,73,17,3
1808,94,18,96,99,25,89,1,16,5,82,5
1809,1,72,19,94,10,47,5,16,69,24,6
1810,31,82,24,25,17,61,86,38,67,88,5
1811,38,22,17,1,61,59,63,52,60,73,4
1812,60,57,45,18,9,32,17,23,46,68,3
1813,1,53,40,82,30,88,74,89,61,48,4
1814,1,43,42,45,20,25,8,61,82,12,7
1815,1,19,17,87,3,49,94,54,75,5,2
1816,8,64,10,28,76,4,85,72,24,66,5
1817,9,68,3,25,1,95,52,47,26,17,5
1818,19,40,89,8,1,42,6,23,59,10,3
1819,1,83,11,19,53,45,66,15,32,16,4
1820,1,10,22,5,92,28,75,31,19,27,2
1821,81,52,31,34,24,80,17,59,7,75,4
1822,25,50,62,76,13,5,66,11,15,16,3
1823,52,74,80,47,61,1,84,31,5,21,3
1824,1,75,27,52,89,30,4,94,84,36,8
1825,26,63,82,52,81,3,49,1,20,45,2
1826,2,34,24,16,54,84,88,66,81,1,4
1827,7,66,3,95,96,67,92,80,59,55,4
1828,73,20,96,24,50,59,1,66,32,12,7
1829,59,90,47,18,99,30,12,46,79,25,5
1830,22,57,1,28,52,19,73,11,25,18,4
1831,12,5,3,20,61,6,27,40,47,48,5
1832,48,5,66,61,6,26,67,27,80,43,5
1833,1,81,18,52,30,45,73,8,96,29,4
1834,31,53,79,3,1,74,96,88,45,35,3
1835,22,18,19,1,76,4,88,54,58,38,4
1836,88,33,19,54,5,49,31,22,55,1,2
1837,1,66,94,95,48,81,75,40,41,25,4
1838,89,20,24,12,68,32,28,3,67,1,4
1839,59,1,31,83,39,16,80,68,13,94,4
1840,31,55,73,38,45,17,22,1,32,25,3
1841,12,89,5,84,10,67,59,1,33,32,3
1842,30,17,40,23,29,90,100,54,95,31,5
1843,53,17,9,82,24,1,47,87,10,45,4
1844,12,11,60,3,17,65,58,2,28,45,6
1845,45,5,96,4,80,24,27,25,59,67,4
1846,45,15,53,12,82,88,25,2,1,3,4
1847,60,44,18,17,14,1,51,100,98,25,3
1848,79,22,17,24,74,55,11,4,28,80,2
1849,12,26,24,31,46,1,4,88,87,55,6
1850,24,59,83,75,5,23,29,1,7,33,5
1851,35,96,66,74,52,38,65,43,1,94,6
1852,28,3,87,4,80,59,31,42,49,35,4
1853,36,54,4,50,5,15,89,45,74,19,5
1854,22,11,60,33,20,82,75,19,88,3,3
1855,8,45,11,9,16,12,57,2,46,100,5
1856,95,2,1,91,10,4,81,7,98,23,3
1857,7,1,26,48,42,46,2,18,17,24,3
1858,25,18,19,32,92,34,43,26,75,24,5
1859,26,15,22,25,29,88,81,66,48,54,4
1860,4,50,1,19,40,17,28,24,12,43,3
1861,60,67,15,94,56,1,24,35,33,47,4
1862,88,7,16,31,4,89,94,59,32,71,6
1863,46,40,49,19,27,51,60,11,94,7,3
1864,1,39,47,4,10,24,67,40,53,22,4
1865,3,1,29,17,96,39,74,15,38,47,4
1866,96,15,82,46,5,26,89,59,10,4,3
1867,1,10,74,46,73,44,33,38,26,61,6
1868,47,10,40,19,1,39,15,93,18,2,2
1869,3,11,39,56,21,55,75,26,53,28,4
1870,53,8,38,82,5,27,31,17,7,12,4
1871,44,54,29,68,12,7,4,42,10,53,3
1872,1,21,67,54,34,68,8,53,29,36,4
1873,68,87,18,7,82,52,3,37,81,16,5
1874,66,1,52,45,17,78,53,32,14,50,3
1875,46,12,39,16,53,80,67,47,81,17,6
1876,81,33,18,19,11,53,26,24,75,32,4
1877,88,18,61,82,87,96,95,37,33,39,6
1878,66,80,23,50,88,49,1,95,30,59,7
1879,98,66,89,95,25,17,32,20,67,87,2
1880,11,49,53,5,33,4,1,24,54,31,5
1881,33,18,14,4,61,9,10,67,88,87,3
1882,89,8,28,45,59,3,19,60,73,20,4
1883,94,6,67,75,15,4,12,30,1,17,7
1884,96,19,88,47,59,60,82,4,48,9,6
1885,60,18,25,67,89,5,97,26,1,23,7
1886,89,18,87,95,50,47,33,5,16,58,8
1887,88,82,51,31,74,19,14,55,26,1,4
1888,88,61,32,1,52,54,41,19,94,6,4
1889,53,54,11,59,2,89,94,23,3,33,4
1890,67,47,33,68,3,31,88,35,8,49,5
1891,46,23,12,29,28,67,94,31,26,11,4
1892,21,19,50,71,25,87,46,80,74,29,4
1893,54,83,12,33,13,19,25,18,11,28,3
1894,2,52,6,20,18,26,9,84,5,7,2
1895,11,5,92,23,24,18,40,32,21,61,3
1896,1,80,53,64,10,96,12,25,35,52,4
1897,1,25,31,6,16,78,40,11,56,47,6
1898,66,60,21,4,9,12,40,43,6,64,8
1899,53,40,59,1,25,2,58,33,90,35,3
1900,1,10,7,4,23,45,46,85,33,12,2
1901,67,87,60,46,95,16,19,51,7,39,4
1902,74,53,69,4,41,80,51,33,9,94,4
1903,1,60,3,11,82,28,75,30,83,43,3
1904,63,26,1,11,82,52,61,96,68,38,5
1905,59,32,63,22,57,53,11,5,29,54,3
1906,32,80,58,5,1,79,15,25,47,96,7
1907,80,85,25,68,11,73,8,2,10,81,2
1908,44,29,13,38,43,74,57,96,32,31,6
1909,57,46,20,90,40,22,45,4,75,61,2
1910,68,25,96,95,21,12,2,74,18,80,2
1911,70,87,52,16,19,14,8,75,39,5,7
1912,90,96,78,8,1,81,14,12,82,4,2
1913,26,95,18,77,61,11,40,1,94,37,4
1914,40,45,60,18,53,17,21,61,37,89,8
1915,74,24,30,3,1,14,88,25,45,92,3
1916,10,67,64,3,19,18,16,1,33,42,4
1917,46,31,90,1,25,97,61,62,8,47,6
1918,94,93,8,3,27,2,12,87,66,46,7
1919,5,27,59,1,52,53,39,46,88,42,4
1920,23,75,82,46,96,73,19,1,89,56,4
1921,10,31,26,87,89,19,46,39,73,61,8
1922,40,52,91,80,19,1,87,82,76,64,2
1923,17,66,82,1,45,37,61,5,18,46,4
1924,19,75,1,46,51,10,17,25,45,78,2
1925,5,17,1,2,6,23,61,25,95,52,5
1926,3,33,52,27,49,17,23,54,60,24,5
1927,33,11,94,8,68,80,9,2,95,82,4
1928,1,19,9,3,89,33,46,37,81,28,4
1929,54,88,67,16,94,1,68,23,18,46,5
1930,10,18,68,87,34,32,3,70,82,17,5
1931,52,54,26,19,39,40,44,73,13,100,5
1932,45,24,72,51,21,10,54,23,74,73,3
1933,17,8,76,7,4,40,16,10,3,54,4
1934,12,39,33,4,32,89,53,70,31,36,3
1935,17,28,31,35,16,19,10,73,1,67,4
1936,15,87,17,1,42,89,13,32,80,18,8
1937,66,3,19,26,69,33,54,94,87,12,5
1938,78,10,94,95,17,18,19,4,24,53,3
1939,26,85,1,45,12,13,16,27,47,46,4
1940,48,1,45,12,44,49,80,11,96,37,2
1941,42,89,32,40,18,31,54,82,57,46,5
1942,15,73,5,99,96,78,82,69,3,17,4
1943,34,11,1,59,3,84,67,66,25,28,8
1944,59,56,1,29,24,73,33,45,97,100,2
1945,6,50,81,9,30,60,8,26,5,32,4
1946,79,42,5,28,40,39,36,46,22,18,2
1947,55,26,17,1,56,68,71,79,47,6,6
1948,53,61,37,68,9,3,95,60,17,66,5
1949,25,11,16,14,13,88,67,18,61,15,3
1950,4,11,1,94,95,53,2,15,61,86,4
1951,1,50,94,33,86,32,95,17,18,80,6
1952,38,1,33,75,31,40,39,49,3,89,5
1953,54,25,2,66,20,87,52,26,27,11,2
1954,67,26,43,40,68,25,5,10,22,33,3
1955,53,87,15,18,25,67,60,61,40,19,2
1956,74,41,47,29,80,24,10,16,15,54,3
1957,17,4,53,1,43,10,32,78,28,50,5
1958,19,12,26,28,82,39,61,1,21,11,4
1959,73,22,53,47,38,11,9,81,18,10,2
1960,10,31,81,13,88,67,38,40,44,24,4
1961,9,39,60,1,81,17,59,28,12,16,2
1962,79,53,1,50,26,25,20,12,93,94,3
1963,26,18,1,17,75,37,60,74,33,15,3
1964,22,87,3,47,31,1,88,93,90,34,4
1965,24,80,64,45,11,20,85,1,28,94,5
1966,68,1,95,60,88,14,78,72,45,62,5
1967,52,28,76,81,1,89,16,2,57,32,3
1968,33,1,61,8,83,6,74,38,58,52,5
1969,98,3,48,26,35,80,42,68,17,82,4
1970,26,81,38,15,31,1,73,24,60,25,4
1971,12,14,38,59,75,33,27,87,25,40,3
1972,12,83,14,9,26,33,96,13,94,7,6
1973,53,25,4,10,75,69,24,63,17,1,3
1974,14,73,88,10,5,46,15,60,1,40,4
1975,96,74,43,18,90,32,19,63,27,53,3
1976,52,40,68,96,1,13,4,78,80,28,2
1977,1,52,32,45,5,82,91,25,76,47,3
1978,31,39,64,58,53,68,32,16,25,94,5
1979,3,92,5,24,51,68,33,37,96,88,2
1980,41,28,81,12,47,54,39,23,36,32,3
